,ABT737,AC55649,AFATINIB,AGK2,ALISERTIB,ALVOCIDIB,AM580,APICIDIN,AT7867,AVICIND,AXITINIB,AZACITIDINE,AZD1480,AZD6482,AZD7545,AZD7762,AZD8055,BARASERTIB,BAXCHANNELBLOCKER,BELINOSTAT,BETULINICACID,BI2536,BIBR1532,BIX01294,BLEBBISTATIN,BMS345541,BMS536924,BMS754807,BORTEZOMIB,BOSUTINIB,BRDK01737880,BRDK02492147,BRDK13999467,BRDK14844214,BRDK27224038,BRDK27986637,BRDK33514849,BRDK49290616,BRDK50799972,BRDK55116708,BRDK63431240,BRDK71935468,BRDK86535717,BRDK88742110,BRDK94991378,BRDK96431673,BREFELDINA,BRIVANIB,CANERTINIB,CAY10594,CAY10618,CCT036477,CD1530,CD437,CEDIRANIB,CERULENIN,CHIR99021,CHLORAMBUCIL,CI976,CICLOPIROX,CIMETIDINE,CLOFARABINE,COL3,CRIZOTINIB,CUCURBITACINI,CURCUMIN,CYANOQUINOLINE11,CYCLOPHOSPHAMIDE,CYTOCHALASINB,DABRAFENIB,DACARBAZINE,DARINAPARSIN,DASATINIB,DECITABINE,DEXAMETHASONE,DOCETAXEL,DOXORUBICIN,ENTINOSTAT,ERASTIN,ERISMODEGIB,ERLOTINIB,ETOMOXIR,ETOPOSIDE,EX527,FGIN127,FLUOROURACIL,FLUVASTATIN,FORETINIB,FULVESTRANT,FUMONISINB1,GANT61,GDC0879,GDC0941,GEFITINIB,GEMCITABINE,GMX1778,GOSSYPOL,GSK1059615,GSK3INHIBITORIX,GSK461364,GW405833,GW843682X,HLI373,HYPERFORIN,IBRUTINIB,IFOSFAMIDE,IMATINIB,IMPORTAZOLE,ISOLIQUIRITIGENIN,ISONICOTINOHYDROXAMICACID,ISOX,ITRACONAZOLE,KI8751,KO143,KU0060648,KU0063794,KU55933,KU60019,LAPATINIB,LE135,LINIFANIB,LINSITINIB,LOVASTATIN,LY2183240,MANUMYCINA,MASITINIB,MERCK60,METHOTREXATE,MG132,MGCD265,MK1775,MK2206,MLN2238,MST312,MYRICETIN,MYRIOCIN,NARCICLASINE,NAVITOCLAX,NECROSTATIN1,NERATINIB,NICLOSAMIDE,NILOTINIB,NINTEDANIB,NSC23766,NSC632839,NUTLIN3,NVPBEZ235,NVPTAE684,OBATOCLAX,OLAPARIB,OLIGOMYCINA,OSI027,OSI930,OUABAIN,PAC1,PACLITAXEL,PARBENDAZOLE,PARTHENOLIDE,PAZOPANIB,PF543,PF750,PHA793887,PHLORETIN,PI103,PIFITHRINALPHA,PIFITHRINMU,PIPERLONGUMINE,PLX4720,PRIMA1,PRIMA1MET,PRL3INHIBITORI,PROCARBAZINE,PROCHLORPERAZINE,PURMORPHAMINE,PX12,PYRAZOLANTHRONE,QS11,QUIZARTINIB,RG108,RITA,RUXOLITINIB,SALERMIDE,SARACATINIB,SB225002,SB431542,SB525334,SCH79797,SELUMETINIB,SERDEMETAN,SGX523,SID26681509,SILDENAFIL,SIMVASTATIN,SIROLIMUS,SITAGLIPTIN,SJ172550,SN38,SORAFENIB,SRT1720,STAUROSPORINE,SU11274,SUNITINIB,TACEDINALINE,TACROLIMUS,TAMOXIFEN,TANDUTINIB,TANESPIMYCIN,TEMOZOLOMIDE,TEMSIROLIMUS,TENIPOSIDE,TG100115,TG101348,TGX221,THALIDOMIDE,TIGECYCLINE,TIPIFARNIBP2,TIVANTINIB,TIVOZANIB,TOPOTECAN,TOSEDOSTAT,TPCA1,TRAMETINIB,TRETINOIN,TRIFLUOPERAZINE,TRIPTOLIDE,TUBASTATINA,TW37,UNC0321,VALDECOXIB,VELIPARIB,VER155008,VINCRISTINE,VORINOSTAT,WZ4002,YK4279,YM155,ZEBULARINE,ZSTK474,
ABIRATERONE,0.559045862,0.003766154,0.004399668,0.003630157,0.003773315,0.003790087,0.003801561,0.004571576,0.004104174,0.003869309,0.003791466,0.004171811,0.004665546,0.003785414,0.003620683,0.00386065,0.003627562,0.003626765,0.003673835,0.004007379,0.004211742,0.005085693,0.003707755,0.003894938,0.003623445,0.003740251,0.003722997,0.003606486,0.003633106,0.003728657,0.003642961,0.003724921,0.004014855,0.004293582,0.003892625,0.003721235,0.003798867,0.004119539,0.003826448,0.003735468,0.003711652,0.003774525,0.003690557,0.003891197,0.004525525,0.00371483,0.003862203,0.003819667,0.005229271,0.003638779,0.003810849,0.004129895,0.003862606,0.004386151,0.004362982,0.003730892,0.003915306,0.004024008,0.003928719,0.003913929,0.003802296,0.004599057,0.003704811,0.004328511,0.003682854,0.004272957,0.004232926,0.003707044,0.004612576,0.00369594,0.004403484,0.003927473,0.003722927,0.003640721,0.003856276,0.004469533,0.004038856,0.003762372,0.003819437,0.003763507,0.006367682,0.003737446,0.003768135,0.003723398,0.005459332,0.003940675,0.003877213,0.004492704,0.0036789,0.004553545,0.003752861,0.003837012,0.003896706,0.003583044,0.003621375,0.003826284,0.003756417,0.004028544,0.004207779,0.003691913,0.003704587,0.003828935,0.003745506,0.003621275,0.004894345,0.004198089,0.004262581,0.003824283,0.003771729,0.004255389,0.005411309,0.003832284,0.003698428,0.004459555,0.003780244,0.003665367,0.003620049,0.003686827,0.003702888,0.00368218,0.00389436,0.003772037,0.003629502,0.003917253,0.004109932,0.003790467,0.003725793,0.003818262,0.004260137,0.003718342,0.003744737,0.003675231,0.003617423,0.003744789,0.003792913,0.005031855,0.003945371,0.003953449,0.003985861,0.004702616,0.003630165,0.003864144,0.003807513,0.003733131,0.003658832,0.004064086,0.003739691,0.003946064,0.003589025,0.004030142,0.00375413,0.003825132,0.003638808,0.003791701,0.003796884,0.003770039,0.003839755,0.004424745,0.00441226,0.003735972,0.003891079,0.004406937,0.00367736,0.004019106,0.003599409,0.003843332,0.003870684,0.003869629,0.003894916,0.003847286,0.00370347,0.004513358,0.005029039,0.003701108,0.003725771,0.003786253,0.004369628,0.004247993,0.00374371,0.003900757,0.003801174,0.003740595,0.003814487,0.003600481,0.004571689,0.003774719,0.003804535,0.003769887,0.003704749,0.003753263,0.003849379,0.003867431,0.004432563,0.003835642,0.003657184,0.003838303,0.0041276,0.003706404,0.003856632,0.00367234,0.00370828,0.00379543,0.003788741,0.004305776,0.003764236,0.005206182,0.003720893,0.003746749,0.004472237,0.003630675,0.00374186,0.003834808,0.003607198,0.003630968,0.004232282,0.003897805,0.003695189,0.004462097,0.004105307,0.003692552,0.003743236,0.003692556,0.003839815,0.00443544,0.003686215,0.003812769,0.003823291,0.003787506,0.003674336,0.003780085,0.003860774,0.003697201,0.003952449,0.003813713,0.003632026,0.003950356,0.003794154,0.004379268,0.003608063
ABT737,0.003766154,0.558718781,0.003881664,0.003637856,0.003809514,0.004103315,0.003623301,0.00398921,0.003855599,0.00367932,0.003711193,0.003760335,0.004146155,0.003637513,0.003696235,0.004538103,0.003936599,0.003602801,0.003831638,0.004249872,0.004444264,0.003892215,0.004129249,0.004009113,0.003699739,0.003906291,0.00362948,0.003803493,0.003816487,0.003907196,0.003591516,0.004582016,0.004381371,0.004103211,0.00396074,0.003968956,0.00385044,0.003886235,0.00378487,0.004306542,0.004003679,0.003931532,0.003930889,0.003835183,0.003722078,0.003819719,0.003850228,0.00529664,0.003671256,0.003563207,0.005462925,0.003967399,0.003958655,0.004169278,0.003890137,0.003693722,0.004452398,0.003926161,0.003739674,0.003976474,0.003752097,0.004507697,0.003727397,0.004251071,0.003679879,0.004455057,0.003776956,0.003759661,0.003729085,0.003916956,0.004243008,0.003757271,0.003822346,0.003683611,0.003769623,0.003795676,0.003640789,0.003621102,0.003910123,0.00442282,0.00379315,0.003588821,0.003937468,0.00370233,0.003869348,0.003922812,0.003682006,0.003751849,0.003633638,0.003922814,0.003912398,0.003796599,0.003847166,0.003597055,0.003568598,0.003658654,0.003764551,0.004440066,0.003813621,0.004296353,0.003753128,0.004618361,0.003717828,0.003766634,0.004099938,0.003602733,0.003674871,0.003689284,0.003779656,0.003815099,0.003764836,0.004321138,0.00453111,0.003688881,0.004297125,0.003792649,0.003579942,0.003702481,0.003968793,0.003600023,0.004650023,0.003681084,0.003715167,0.003882364,0.003725237,0.004154715,0.003677692,0.003964772,0.003743521,0.003895583,0.003705093,0.003696081,0.003794583,0.004257611,0.003970771,0.003669359,0.004279712,0.003832596,0.008504731,0.004211785,0.003673715,0.004304027,0.003796186,0.003822186,0.003678055,0.003829791,0.00416031,0.003615216,0.003731737,0.004022897,0.00449684,0.004335552,0.003642836,0.003906075,0.003748237,0.003945658,0.003648628,0.003664143,0.00376857,0.003709776,0.003864528,0.004622923,0.003699659,0.004329837,0.003637059,0.004126318,0.004287679,0.003858655,0.004037885,0.003961603,0.003780767,0.003791456,0.003928978,0.004587907,0.003952775,0.003837433,0.004370722,0.003711112,0.003721919,0.003835157,0.003889487,0.003707307,0.003964617,0.00357752,0.003752892,0.00372,0.003749325,0.003767577,0.003850907,0.004000709,0.003720738,0.004506538,0.004431687,0.00391456,0.003654276,0.003706529,0.003780569,0.003751976,0.004510789,0.003893827,0.003754442,0.004702176,0.004589295,0.003868594,0.003830727,0.003726194,0.003687128,0.003877946,0.003672513,0.003698099,0.003661242,0.003701061,0.003943642,0.003704359,0.003864188,0.004616397,0.004279749,0.003792456,0.003710546,0.003697649,0.004247949,0.004791433,0.003817367,0.003817441,0.004594987,0.00378769,0.004517885,0.004406582,0.003782589,0.004610191,0.00372536,0.003752194,0.003777451,0.003921573,0.003694031,0.003818119,0.003913203,0.00369432,0.003587381
AC55649,0.004399668,0.003881664,0.55906779,0.003631502,0.003829857,0.003661838,0.003763866,0.004729501,0.003811244,0.004390284,0.004135461,0.003670112,0.003908264,0.003851465,0.003561798,0.003785599,0.00362281,0.003621657,0.00369599,0.003734434,0.00377226,0.004124418,0.003649475,0.004178847,0.003720487,0.005524067,0.003691398,0.003596067,0.003608922,0.003842988,0.003616886,0.003719077,0.004465504,0.004020401,0.003898866,0.004175227,0.004223381,0.003651945,0.004552146,0.003960744,0.003736658,0.003624077,0.003949527,0.004309487,0.003901401,0.003988204,0.004307044,0.003774487,0.003681618,0.003540362,0.003691322,0.00380027,0.003764568,0.006439626,0.005963839,0.003575212,0.003880883,0.003766293,0.004613208,0.004099402,0.003792737,0.004158768,0.003866787,0.004764266,0.003611223,0.003910239,0.003928101,0.003842298,0.003906541,0.003792312,0.003712372,0.00400062,0.004486966,0.003582957,0.004291644,0.004554757,0.003806827,0.003917978,0.003761301,0.003803921,0.003718286,0.003574757,0.004154692,0.004292326,0.003875567,0.004386575,0.004785203,0.003904486,0.003751104,0.005415088,0.004075908,0.003716815,0.003758118,0.003517068,0.003548952,0.003844262,0.003705695,0.005112435,0.003637132,0.003779978,0.00363874,0.003778079,0.003721401,0.003707626,0.003885168,0.003597658,0.003932288,0.003627034,0.003858533,0.004548433,0.003950411,0.003819132,0.003965494,0.00364186,0.003954975,0.003570466,0.003560768,0.003593108,0.00369051,0.003604046,0.004650242,0.003663621,0.003607918,0.003971636,0.004258996,0.003798604,0.003574136,0.004006805,0.004383233,0.003840594,0.003711759,0.003687294,0.00359772,0.004578728,0.003923402,0.003998355,0.005808302,0.003808301,0.003917789,0.003803098,0.003600451,0.003969623,0.003655425,0.003744767,0.003716402,0.003907745,0.003814777,0.003606789,0.003550276,0.003702,0.00382971,0.003823948,0.003550918,0.003695636,0.003795775,0.003869819,0.004664208,0.004187884,0.003828612,0.003609486,0.003682276,0.003824162,0.003741686,0.005150802,0.003549534,0.003784151,0.004602513,0.003861017,0.003736214,0.003846484,0.004175592,0.003795729,0.004236011,0.003650788,0.00381999,0.003840341,0.004166875,0.00375833,0.003663399,0.003848045,0.004472449,0.003941579,0.004063854,0.003542985,0.003779316,0.00394926,0.003750084,0.003778453,0.004209865,0.003726813,0.003832179,0.003873776,0.004028836,0.004542894,0.00363335,0.003887787,0.003970988,0.003791689,0.003742259,0.003900282,0.003763728,0.003691252,0.003720632,0.003937028,0.003706397,0.004477098,0.003637664,0.003731826,0.004416725,0.003643876,0.00393009,0.003815586,0.003568234,0.00359591,0.003854897,0.004088201,0.003798004,0.003762987,0.003598135,0.003804322,0.004037838,0.003648094,0.003732292,0.005019254,0.00363949,0.003761973,0.004156119,0.003869292,0.005567379,0.003887266,0.003920276,0.003994231,0.003780378,0.00382304,0.003548136,0.003982781,0.003811504,0.004490151,0.003587303
AFATINIB,0.003630157,0.003637856,0.003631502,0.558098602,0.004034192,0.003994663,0.003594059,0.003558588,0.003568949,0.003804707,0.003683443,0.003931101,0.003516432,0.004080566,0.003858042,0.003689971,0.004074766,0.003863531,0.005105957,0.003760125,0.003536622,0.003547274,0.004002731,0.003578214,0.00432769,0.004113756,0.003569094,0.004145002,0.004119877,0.003573324,0.006444641,0.003783534,0.003618895,0.003730856,0.003617061,0.003618595,0.003592576,0.003831462,0.003609718,0.003679356,0.003673773,0.003916161,0.003546448,0.003578779,0.004253266,0.003533256,0.003583803,0.003565665,0.004028163,0.009437426,0.004062887,0.003629514,0.003669858,0.003477647,0.003465141,0.005153339,0.003583205,0.003757956,0.003732114,0.003712932,0.003583377,0.00370829,0.003776353,0.003464483,0.004304944,0.003602791,0.003688491,0.006028776,0.003598327,0.003694533,0.003704809,0.003634301,0.003531848,0.005212336,0.003515997,0.003548616,0.003591718,0.003498568,0.003584617,0.003928799,0.003874185,0.007519185,0.003696799,0.003537394,0.003634483,0.003656383,0.003649359,0.003686734,0.00583883,0.003570904,0.003607924,0.00402707,0.003898955,0.004129917,0.008279943,0.003588992,0.004445326,0.00357749,0.004008748,0.003888954,0.004043127,0.003657363,0.00381724,0.003681992,0.003550687,0.007099356,0.003630604,0.003842009,0.003914948,0.004236366,0.003648085,0.003558699,0.004161048,0.004579779,0.003696201,0.003983237,0.003832779,0.004120186,0.004423075,0.007627814,0.00356048,0.003767997,0.003793137,0.003704427,0.003610876,0.003494935,0.004109303,0.003598044,0.003652008,0.003480962,0.00413511,0.004045293,0.004054136,0.003497722,0.00345457,0.003659089,0.00363179,0.003489466,0.003613069,0.003936003,0.008460126,0.003541618,0.003923865,0.004072889,0.003953914,0.003568792,0.00357199,0.003890952,0.005060045,0.003620461,0.003677999,0.003509,0.003867845,0.003669203,0.003475042,0.003566621,0.003625066,0.003592253,0.003659596,0.004362698,0.00392686,0.003632909,0.003618217,0.00353229,0.003914495,0.003691237,0.00366677,0.00369072,0.003751808,0.003633947,0.003627445,0.003758989,0.003633368,0.00448267,0.004684627,0.003721339,0.003888644,0.003739215,0.003928693,0.003571026,0.004200587,0.003911187,0.003586316,0.007258053,0.003647545,0.003852353,0.003811965,0.003709935,0.005057542,0.003851861,0.003850058,0.003530437,0.003799976,0.004190433,0.003702245,0.003815718,0.00411823,0.003482305,0.003727322,0.003746512,0.003724712,0.004082396,0.003906825,0.003548668,0.003788225,0.003733889,0.005193605,0.003658016,0.003713799,0.003691714,0.003539151,0.003764002,0.004615902,0.003969293,0.003614046,0.003551634,0.003734484,0.003609441,0.004809098,0.003465531,0.003600005,0.004118511,0.003931685,0.003698562,0.003949141,0.003531872,0.003683258,0.003517302,0.004712087,0.003579271,0.003724666,0.003905026,0.003560235,0.003574124,0.007263236,0.003588568,0.003516024,0.00353283,0.003885204
AGK2,0.003773315,0.003809514,0.003829857,0.004034192,0.559514012,0.003761038,0.003752294,0.003889878,0.004942672,0.003741208,0.003818385,0.00407406,0.003803788,0.003732617,0.003769979,0.003925904,0.003771453,0.003738911,0.003808348,0.003790458,0.003883954,0.004121578,0.003723752,0.004533347,0.004595851,0.003799585,0.003771573,0.004319768,0.00373825,0.003823984,0.004916964,0.003772409,0.00403422,0.003886642,0.004620165,0.003840916,0.00440837,0.003835397,0.003826823,0.004378562,0.003770458,0.003826029,0.00377709,0.003948103,0.003872425,0.003784075,0.004367181,0.003708372,0.00378771,0.004175823,0.004001937,0.004253897,0.00397579,0.004327275,0.003748646,0.003785788,0.003735126,0.003814377,0.00374885,0.004357775,0.003682767,0.003884984,0.003756871,0.003774908,0.003826265,0.003726556,0.003733787,0.003977344,0.003733521,0.00371215,0.004644504,0.004349711,0.003880069,0.003852879,0.004503906,0.003816296,0.003686051,0.003711908,0.003790012,0.003857771,0.003846426,0.003939027,0.003789022,0.003763733,0.003918339,0.004279721,0.00374649,0.004784383,0.003797098,0.003720955,0.004294483,0.003935176,0.003876353,0.00375044,0.003929654,0.003716245,0.004118501,0.003764166,0.004435824,0.004559998,0.0037488,0.003782396,0.003810357,0.004409205,0.003809617,0.004086972,0.003739663,0.003734752,0.004399691,0.003805291,0.003795866,0.00401467,0.004391332,0.003914588,0.003900613,0.003733254,0.003709518,0.003733449,0.003806786,0.004498631,0.003895838,0.00424992,0.003765089,0.003776717,0.003813649,0.004378177,0.00374193,0.003829004,0.003756794,0.003753952,0.003800565,0.003825365,0.003764517,0.003853872,0.003758401,0.003787048,0.00374346,0.003895106,0.003825546,0.003760172,0.00453043,0.003795831,0.003821727,0.004451455,0.003999164,0.003825634,0.003749374,0.004326791,0.003812965,0.003852665,0.003787255,0.003738816,0.003696699,0.003995892,0.004155491,0.003769015,0.003664616,0.00436992,0.003714962,0.003817741,0.003832008,0.003911367,0.003805277,0.003762918,0.003798041,0.003922774,0.003820987,0.003831898,0.003939838,0.003758998,0.003851545,0.004518941,0.003728616,0.003795157,0.00435411,0.003781039,0.003765363,0.004422007,0.003787988,0.003943852,0.00444575,0.003805879,0.004454629,0.003891825,0.003806906,0.003878989,0.003783585,0.003820186,0.003875316,0.004273778,0.003809758,0.003876559,0.003795761,0.003793563,0.003723716,0.003794689,0.004513718,0.003735322,0.003852976,0.003832746,0.004331627,0.004377852,0.003849194,0.003753313,0.003813145,0.003865344,0.003923986,0.003717085,0.003812908,0.003706075,0.003725738,0.003772442,0.00379318,0.003784896,0.005671347,0.003825159,0.004479084,0.003824884,0.004245477,0.003733377,0.00379383,0.003796854,0.003897197,0.003829329,0.003842632,0.003779866,0.003776468,0.003857039,0.003905275,0.003754887,0.003795983,0.003891778,0.003720282,0.003802597,0.003938498,0.003866193,0.003853233,0.003916845,0.003738025
ALISERTIB,0.003790087,0.004103315,0.003661838,0.003994663,0.003761038,0.558085295,0.003746798,0.004199549,0.003675685,0.00388216,0.003734337,0.004471668,0.003719014,0.003942457,0.003748778,0.003689727,0.00387779,0.004383366,0.005393505,0.003710103,0.003965726,0.004279275,0.004179933,0.004011655,0.003795383,0.003722007,0.003837096,0.004134768,0.004712692,0.003640459,0.003832597,0.005262712,0.003798653,0.003848333,0.003807374,0.003712586,0.00372083,0.003852691,0.003756286,0.003801356,0.003910794,0.00387233,0.003656391,0.003759469,0.003769519,0.003655332,0.003783488,0.003680122,0.003926591,0.003897458,0.00385139,0.003835874,0.003844666,0.003749306,0.003847914,0.004040288,0.003913177,0.004662205,0.004054554,0.003739143,0.003815547,0.003862041,0.003897914,0.003750091,0.004202898,0.003707696,0.003773397,0.003915846,0.003736043,0.00441919,0.004557263,0.003861565,0.003641777,0.003928102,0.00386236,0.003665488,0.00414294,0.003884099,0.003717127,0.003815176,0.003886775,0.003864666,0.00376314,0.004408307,0.003748605,0.004095877,0.003883381,0.003745389,0.004480594,0.003720887,0.003637366,0.00375708,0.003875005,0.003972692,0.003897269,0.004076508,0.003813341,0.003971602,0.003782305,0.003782786,0.004468769,0.003879991,0.004557757,0.003779078,0.003668156,0.004039369,0.003660689,0.004887381,0.003784819,0.003660419,0.003720889,0.003734698,0.003915736,0.004227323,0.003715342,0.003768489,0.004273289,0.003809891,0.003919663,0.004347751,0.004052729,0.003910185,0.004566875,0.00379136,0.004455708,0.003924504,0.004282291,0.003727113,0.003806974,0.003609668,0.00446991,0.004134158,0.004380096,0.003622072,0.003739956,0.003745126,0.003648366,0.003808528,0.003858704,0.004051827,0.003894249,0.003701617,0.004557638,0.003867704,0.003831465,0.003719272,0.004231298,0.003828953,0.004372078,0.003796128,0.004550219,0.003715583,0.004669877,0.00389223,0.003719245,0.003762391,0.0040817,0.004172846,0.003685104,0.003895145,0.005114709,0.003749744,0.003801325,0.00377164,0.003964495,0.0040314,0.003686407,0.003654439,0.004351908,0.003743522,0.00364419,0.003838944,0.003821517,0.003830185,0.003781797,0.003752711,0.004972757,0.003816016,0.004075252,0.003695407,0.003790117,0.00394835,0.003684614,0.00389233,0.004923539,0.00449447,0.004075059,0.003818113,0.004376562,0.003936556,0.003987055,0.003694194,0.003769641,0.00368795,0.003758327,0.003878836,0.0038788,0.004022815,0.003847014,0.003861669,0.003704974,0.004212679,0.004180277,0.003666556,0.003931075,0.003850744,0.003844927,0.003780938,0.004077812,0.003810911,0.004340373,0.004466792,0.003900597,0.003783824,0.003690751,0.003848173,0.00486028,0.00439569,0.004288769,0.003988831,0.003710121,0.004007721,0.003842783,0.003683377,0.003849254,0.003694794,0.003750606,0.00379642,0.003765308,0.003864402,0.003757173,0.003961757,0.004080878,0.003678336,0.00494105,0.004396768,0.004392481,0.003688621,0.003885118
ALVOCIDIB,0.003801561,0.003623301,0.003763866,0.003594059,0.003752294,0.003746798,0.557640357,0.003682222,0.003922581,0.003870109,0.004092163,0.003675542,0.003723745,0.003714538,0.003764585,0.003689464,0.004211906,0.003954767,0.003841953,0.003729901,0.004080397,0.003702952,0.004280559,0.003776569,0.004322044,0.004013268,0.006885353,0.003728426,0.003736096,0.004050708,0.004132794,0.003754885,0.003712541,0.003638613,0.003679846,0.003744156,0.003826318,0.003625294,0.003782147,0.003717485,0.003697923,0.003719495,0.004080137,0.003943079,0.003786595,0.004087812,0.003879147,0.004324393,0.003715299,0.003625823,0.003641255,0.003849679,0.003751531,0.003790227,0.004083749,0.003638643,0.00375711,0.003726761,0.003905955,0.00367771,0.003816284,0.003685509,0.004099941,0.003793881,0.004114766,0.003820034,0.005457211,0.003716412,0.00373322,0.003966808,0.003618816,0.003737073,0.003688089,0.003684193,0.003826176,0.003781727,0.004725901,0.008007696,0.003960478,0.003754906,0.003740876,0.00369149,0.003775952,0.005114419,0.003715644,0.003663498,0.00403401,0.003717204,0.003620405,0.003847104,0.003788149,0.003676989,0.003621456,0.003659168,0.003620087,0.004072133,0.003679523,0.003775142,0.003783921,0.003783186,0.004351023,0.003685642,0.004122182,0.005469441,0.003733216,0.003616187,0.003929319,0.003674541,0.003763633,0.004535142,0.003794228,0.003807987,0.003849616,0.003627286,0.003706194,0.004426548,0.003693765,0.004425409,0.00432132,0.003654138,0.003741636,0.005094648,0.003692875,0.003762905,0.004066512,0.003797679,0.003666026,0.003872943,0.003899817,0.004205266,0.00363516,0.004413676,0.003657993,0.004292399,0.004101079,0.005766913,0.003703508,0.006349007,0.003752355,0.003685129,0.003656577,0.003703609,0.003634246,0.00381112,0.003856055,0.004664088,0.003809813,0.003770938,0.003734092,0.004105953,0.003756352,0.003736099,0.003670381,0.003660613,0.004936614,0.003776026,0.004759984,0.004603471,0.003835228,0.003701292,0.00436835,0.003630771,0.006929836,0.003833041,0.003667668,0.003773982,0.003738879,0.004499281,0.003654177,0.003679203,0.003729263,0.004416453,0.003651161,0.003655779,0.003683131,0.003822315,0.003636541,0.003737417,0.003648749,0.003739473,0.003745871,0.003747503,0.00368964,0.003713298,0.004380577,0.003647201,0.003649891,0.003951148,0.003654166,0.003716164,0.00367549,0.003735166,0.003750865,0.003765625,0.00380274,0.003719121,0.003830924,0.004255424,0.003615291,0.003674127,0.006127544,0.003652309,0.003678445,0.00379436,0.003757277,0.0045131,0.003641235,0.003990371,0.003778962,0.003732774,0.004614428,0.003689096,0.003745884,0.003782395,0.003756551,0.003802942,0.003680772,0.00434067,0.003613876,0.005265688,0.003821482,0.003785599,0.003762287,0.003785738,0.003684942,0.006281906,0.003688497,0.003672348,0.003951119,0.003598403,0.003747305,0.003785041,0.004772232,0.003806685,0.003611899,0.0048932,0.003798963,0.003812996,0.003674708
AM580,0.004571576,0.00398921,0.004729501,0.003558588,0.003889878,0.004199549,0.003682222,0.558117635,0.003846232,0.003823439,0.003725259,0.003826032,0.003869714,0.003688865,0.003630019,0.004116172,0.003696866,0.003568123,0.003694105,0.003863823,0.004439049,0.004684793,0.003697659,0.00568326,0.003624699,0.004057967,0.003652792,0.003941238,0.00370278,0.00378887,0.003542427,0.003843237,0.003684623,0.003644789,0.003711799,0.003579562,0.0036874,0.003871281,0.003688528,0.003681429,0.003786794,0.003622255,0.003813667,0.00361162,0.00370603,0.003804481,0.003620379,0.003797022,0.004902623,0.003567715,0.003992891,0.003868694,0.003820286,0.005995769,0.004864311,0.003658623,0.004265114,0.00366729,0.005226191,0.004322323,0.003892817,0.003835454,0.003835619,0.005167179,0.003626501,0.003919197,0.003834627,0.003687231,0.003886789,0.003712455,0.003776123,0.003727625,0.003799785,0.003580606,0.00374959,0.00382903,0.003776018,0.003832678,0.004711787,0.00414888,0.003905131,0.003543779,0.003685372,0.003737805,0.004493233,0.003724438,0.003794398,0.003764016,0.003630932,0.004849013,0.003638825,0.003905724,0.003756233,0.003549771,0.00352891,0.003755026,0.003719994,0.004432013,0.003660083,0.004074092,0.003674729,0.003900889,0.003802706,0.003700736,0.004421189,0.004170806,0.00376901,0.003768268,0.004678185,0.004126139,0.003787324,0.004126597,0.003775492,0.003766182,0.003794753,0.003735504,0.003541501,0.00366988,0.003786145,0.003598249,0.004986313,0.003745806,0.003641118,0.00376216,0.003809574,0.00399442,0.003757196,0.00466542,0.003742871,0.003849528,0.003692201,0.003883876,0.003611614,0.003805915,0.005073945,0.003825089,0.0038847,0.00380557,0.004241396,0.003794327,0.003649466,0.005474381,0.00432988,0.004853577,0.003633242,0.003966183,0.003874866,0.003600172,0.003630747,0.003865573,0.004326672,0.003960659,0.003598466,0.003924508,0.003709714,0.00437336,0.003703602,0.003802419,0.003818986,0.003623187,0.003841976,0.003918752,0.003654194,0.004771919,0.003635935,0.003881708,0.003967215,0.003892157,0.003761248,0.003952504,0.00374873,0.00488943,0.004517539,0.003781089,0.003609892,0.003769697,0.005213537,0.003825195,0.003950524,0.00371755,0.003815885,0.003746305,0.005631588,0.003520895,0.004503408,0.003653661,0.00379776,0.003821479,0.003640264,0.003754824,0.003687114,0.004229817,0.003731096,0.003672954,0.003584016,0.003815164,0.003852386,0.003845846,0.004445078,0.003638254,0.003607436,0.00451559,0.003815729,0.005086849,0.003732965,0.004812354,0.00370518,0.004202237,0.003748784,0.003596299,0.003881108,0.003883279,0.003682011,0.003616791,0.004072277,0.004852777,0.004133533,0.003764423,0.003694363,0.003815065,0.003959743,0.003836557,0.003747276,0.004850854,0.003787051,0.003666173,0.003845131,0.005399193,0.003636136,0.003950734,0.003718171,0.003642691,0.004389826,0.004319896,0.003580916,0.00446475,0.003942467,0.003741996,0.003632053
