,ABIRATERONE,ACETYLCYSTEINE,ACTINOMYCIND,AFATINIB,AG957,ALLANTOIN,ALLOPURINOL,ALVESPIMYCIN,ALVOCIDIB,AMONAFIDE,AMPHOTERICINB,AMSACRINE,ARTEMETHER,ARTESUNATE,ASCORBICACID,AXITINIB,AZACITIDINE,BACCATINIII,BELINOSTAT,BENZO(A)PYRENE,BERBAMINE,BISACODYL,BISBENZIMIDE,BORTEZOMIB,BOSUTINIB,BRDK00910650,CADMIUMCHLORIDE,CAFFEICACID,CAFFEICACIDPHENETHYLESTER,CALYCANTHINE,CAMPTOTHECIN,CARMOFUR,CELASTROL,CELECOXIB,CHELIDONINE,CHLORAMBUCIL,CHROMOMYCINA3,CINCHONINE,CISPLATIN,CLADRIBINE,CLIOQUINOL,CLOFARABINE,CLOFAZIMINE,CLOTRIMAZOLE,COLCHICINE,CRIZOTINIB,CURCUMIN,CYCLOHEXIMIDE,CYCLOPAMINE,CYCLOPHOSPHAMIDE,CYCLOPIAZONICACID,CYTARABINE,CYTOCHALASINB,DABRAFENIB,DACARBAZINE,DASATINIB,DAUNORUBICIN,DECITABINE,DEXAMETHASONE,DIBENZOYLMETHANE,DIGOXIN,DIHYDROERGOCRISTINE,DIPYRIDAMOLE,DOCETAXEL,DOXORUBICIN,ELESCLOMOL,ELLIPTICINE,EMETINE,EMODIN,ENTINOSTAT,EPIRUBICIN,ERLOTINIB,ETACRYNICACID,ETHINYLESTRADIOL,ETOPOSIDE,EVEROLIMUS,FENBENDAZOLE,FENRETINIDE,FLOXURIDINE,FLUBENDAZOLE,FLUCONAZOLE,FLUDARABINE,FLUMETHASONE,FLUOCINOLONE,FLUOROMETHOLONE,FLUOROURACIL,FLUPHENAZINE,FLUVASTATIN,FORSKOLIN,FOSTAMATINIB,FULVESTRANT,GEDUNIN,GEFITINIB,GEMCITABINE,GITOXIGENIN,GOSSYPOL,HALOPERIDOL,HALOPROGIN,HEXACHLOROPHENE,HEXAMETHYLENEBISACETAMIDE,HOMOHARRINGTONINE,HONOKIOL,HYPERICIN,IBRUTINIB,IDARUBICIN,IDEBENONE,IDOXURIDINE,IFOSFAMIDE,IMATINIB,IMIQUIMOD,IRINOTECAN,ISOFLUPREDONE,ISOTRETINOIN,ITRACONAZOLE,KENPAULLONE,KINETINRIBOSIDE,LANATOSIDEC,LAPATINIB,LASALOCID,LAVENDUSTINA,LEFLUNOMIDE,LESTAURTINIB,LOBENDAZOLE,LORATADINE,LOVASTATIN,LY294002,MALONOBEN,MEBENDAZOLE,MELPHALAN,MENADIONE,METHOTREXATE,METHYLENEBLUE,METHYLPREDNISOLONE,MEVASTATIN,MIDOSTAURIN,MIFEPRISTONE,MITOTANE,MITOXANTRONE,MONASTROL,NAVITOCLAX,NBROMOACETYLTRYPTAMINE,NELFINAVIR,NICLOSAMIDE,NICOTINAMIDE,NIFUROXAZIDE,NILOTINIB,NITAZOXANIDE,NOBILETIN,NOCODAZOLE,NONOXYNOL9,NOSCAPINE,OBATOCLAX,OFLOXACIN,OLAPARIB,OLIGOMYCINA,OLIGOMYCINC,OSI027,OUABAIN,OXFENDAZOLE,OXIBENDAZOLE,OXIDOPAMINE,PACLITAXEL,PARBENDAZOLE,PARTHENOLIDE,PAZOPANIB,PD184352,PD98059,PEMETREXED,PENTAMIDINE,PHENETHYLISOTHIOCYANATE,PHENYLBUTYRATE,PIMOZIDE,PIPAMPERONE,PLUMBAGIN,PMSF,PODOPHYLLOTOXIN,PONATINIB,PRIMA1,PROBUCOL,PROCARBAZINE,PROGESTERONE,PROSTRATIN,PUROMYCIN,PURPUROGALLIN,PYRAZOLANTHRONE,PYRIMETHAMINE,PYROXAMIDE,RADICICOL,RALOXIFENE,RALTITREXED,RAZOXANE,RHAMNETIN,RITONAVIR,ROSCOVITINE,ROTENONE,RYANODINE,SA792541,SELUMETINIB,SIMVASTATIN,SOLANINE,SPIPERONE,STAT3INHIBITORVI,STAUROSPORINE,SULFAQUINOXALINE,SULFATHIAZOLE,SULOCTIDIL,SUNITINIB,TAMOXIFEN,TANESPIMYCIN,TEGAFUR,TEMSIROLIMUS,TENIPOSIDE,TERCONAZOLE,TERREICACID,TERTBUTYLHYDROQUINONE,THAPSIGARGIN,THIORPHAN,THIOTEPA,THMI94,TOPOTECAN,TRAMETINIB,TREMULACIN,TRIAMCINOLONE,TRICIRIBINE,TRYPTOPHAN,TUNICAMYCIN,TYRPHOSTINA9,TYRPHOSTINAG1478,VALPROICACID,VEMURAFENIB,VINBLASTINE,VINCRISTINE,VINORELBINE,VORINOSTAT,WITHAFERINA,WORTMANNIN,YOHIMBINE,
6AMINOCHRYSENE,0.560413925,0.004504025,0.003816793,0.003637673,0.004037859,0.003772368,0.003851894,0.00388678,0.003691688,0.003767884,0.005005865,0.003801737,0.004074678,0.00372888,0.003822262,0.004442948,0.003847144,0.004481849,0.00368274,0.004103618,0.007248654,0.003735225,0.003956066,0.003716465,0.003734385,0.003815298,0.003941326,0.004164677,0.003781429,0.003811704,0.003825324,0.003668732,0.003836735,0.003770067,0.003903678,0.003698582,0.0038392,0.003611169,0.003866106,0.0042826,0.003845659,0.005718333,0.003831668,0.003920107,0.003954983,0.003699306,0.003815328,0.00398458,0.003910661,0.004312225,0.003867148,0.003832837,0.003869366,0.004115166,0.003829287,0.003845522,0.003799292,0.003604938,0.005606772,0.003806346,0.004549611,0.003670331,0.003957059,0.003835874,0.00371844,0.003604885,0.004030334,0.005545071,0.003848138,0.003833559,0.003860222,0.003651899,0.004012436,0.004310583,0.003803207,0.003716658,0.003767593,0.003763597,0.003840687,0.003835777,0.003749913,0.00395758,0.00399876,0.003769513,0.003773329,0.003865341,0.003894158,0.003961309,0.003835487,0.004364371,0.003770836,0.004068373,0.003844932,0.003832829,0.003821493,0.003693605,0.003843125,0.003859181,0.003939825,0.003850086,0.003766483,0.003635414,0.003821243,0.004049596,0.004419033,0.003659786,0.004306709,0.003975148,0.004248527,0.003763599,0.004052004,0.003756639,0.003855632,0.003828791,0.003831994,0.003874399,0.003853842,0.003722307,0.00379237,0.003747012,0.003798577,0.004401329,0.003803257,0.003746333,0.003780479,0.003770372,0.00380451,0.003786126,0.00376249,0.003984775,0.004266998,0.003902565,0.005306926,0.003854783,0.003760215,0.003765647,0.003745389,0.004118777,0.003723263,0.003882518,0.003778686,0.003925994,0.003828028,0.003852171,0.004146584,0.003932081,0.003805681,0.003741838,0.004455789,0.003732333,0.004330399,0.003718626,0.004263106,0.003772363,0.003854266,0.003872236,0.003869399,0.00378276,0.003668917,0.003800868,0.003689252,0.003847762,0.003712494,0.003710309,0.00376431,0.003929268,0.003843319,0.004373111,0.003858783,0.00377948,0.004103872,0.003961794,0.003790693,0.003711878,0.003797358,0.0044733,0.003746409,0.003808754,0.003816475,0.004066954,0.003857687,0.00388474,0.003739669,0.003703653,0.003846192,0.004503706,0.004346787,0.003989789,0.003724042,0.004270379,0.00382305,0.004712874,0.003932794,0.0037487,0.003833396,0.003698514,0.003773059,0.00395614,0.003779325,0.00379266,0.00379536,0.003842888,0.004069352,0.003709714,0.004295352,0.00428356,0.003793776,0.003889861,0.003925704,0.003670407,0.003744951,0.003790252,0.003707682,0.003769662,0.003788509,0.004076216,0.00370793,0.003950086,0.004453755,0.00384332,0.003666721,0.003750383,0.004056649,0.003744345,0.00384955,0.003957299,0.003888152,0.00379014,0.003868641,0.004336887,0.003833774,0.003660645,0.003653056,0.003636005,0.004123939,0.003725347,0.003751099,0.003692046
ABIRATERONE,0.004504025,0.559195393,0.003861099,0.003610426,0.003803579,0.003824777,0.003792185,0.003756152,0.003687019,0.003762752,0.003755279,0.003781688,0.003750321,0.003809452,0.003799448,0.004370065,0.004192655,0.00376005,0.00377034,0.003799758,0.003989664,0.003792529,0.003992357,0.003615176,0.003936096,0.003755031,0.003908053,0.003855301,0.004092183,0.004398048,0.003959179,0.003593806,0.003708561,0.004090342,0.003830377,0.003873312,0.00380395,0.00368638,0.004846141,0.003729634,0.003811357,0.003943785,0.00377482,0.003841907,0.003850556,0.003750424,0.003838008,0.004215229,0.003687821,0.003949872,0.003807768,0.00450986,0.003704944,0.004497817,0.003996062,0.003803666,0.003883675,0.00351537,0.003811665,0.003895348,0.003864031,0.003668536,0.004186246,0.004466197,0.003947174,0.003514759,0.003938059,0.004458028,0.003687916,0.004067684,0.003883746,0.003522517,0.003786533,0.004789076,0.00493037,0.003594177,0.004640071,0.003787483,0.003868603,0.004092493,0.003789877,0.004580335,0.004474396,0.003963907,0.00444144,0.003868197,0.003706052,0.003792091,0.005244764,0.003877744,0.003779745,0.004317263,0.003797646,0.003766423,0.003657097,0.003785361,0.003922895,0.00390183,0.003841355,0.004047753,0.003842763,0.003654614,0.003824272,0.003862761,0.004339988,0.003516957,0.004089116,0.003742856,0.003749515,0.003841371,0.004207418,0.003703223,0.003832248,0.004081669,0.004973292,0.003877963,0.003829411,0.00372795,0.003743063,0.003815731,0.003998531,0.003914129,0.003911878,0.003797486,0.004443002,0.004392546,0.004802922,0.003787537,0.003783468,0.003769719,0.003876126,0.003705252,0.003856541,0.00401988,0.004554532,0.003976734,0.004912097,0.00380096,0.003574791,0.004089967,0.003822277,0.004470778,0.003802348,0.004645856,0.004424314,0.0037932,0.003790196,0.004514735,0.003828226,0.004297477,0.00396497,0.003825429,0.004311422,0.003836046,0.004519397,0.003819303,0.003797901,0.004482488,0.003711481,0.003794849,0.003878124,0.003892109,0.003712914,0.003804276,0.003832503,0.003943832,0.003748473,0.003853927,0.003788003,0.003890909,0.003843737,0.004200244,0.003792053,0.003871795,0.003851394,0.00411388,0.003749543,0.003813085,0.003791522,0.003789784,0.003868279,0.004439564,0.003812715,0.00377794,0.004065694,0.004154814,0.003792266,0.003831326,0.003798463,0.003873119,0.003760915,0.003742788,0.003780145,0.003975992,0.00392977,0.003701135,0.004172389,0.003893822,0.003729362,0.004456573,0.00441475,0.003802906,0.003740921,0.004115369,0.004357273,0.003888642,0.004501195,0.003743959,0.004011444,0.003742777,0.003723219,0.004470579,0.003588766,0.003980281,0.003872564,0.003841889,0.003752381,0.004142977,0.003690731,0.003772804,0.003594326,0.003733198,0.003813073,0.003895527,0.003827662,0.004636094,0.00390476,0.003791406,0.00376647,0.003957967,0.00387713,0.003830309,0.003794211,0.003726554,0.003743048,0.003805149,0.003942306,0.004416419
ACETYLCYSTEINE,0.003816793,0.003861099,0.55720673,0.003678711,0.004122969,0.003809248,0.004808481,0.004567034,0.003678637,0.00367975,0.003854429,0.003776297,0.00367649,0.003780165,0.00380626,0.003777052,0.003994877,0.003888213,0.0038413,0.003937085,0.003727277,0.003751113,0.003693421,0.003679562,0.004227259,0.003896044,0.003684218,0.004117106,0.003759252,0.003730867,0.003893733,0.003642589,0.003977533,0.003783085,0.003917386,0.00376432,0.004166394,0.003623037,0.004502673,0.004192258,0.003666793,0.00418108,0.003639478,0.004534059,0.003955175,0.00373728,0.003755533,0.003657236,0.004537008,0.003854022,0.004601432,0.003869892,0.003749802,0.003906212,0.003751248,0.00394904,0.003917451,0.003585657,0.003865972,0.004483204,0.004138475,0.003655209,0.003753263,0.004249802,0.004796702,0.003578584,0.003944456,0.003776947,0.005033703,0.00372345,0.004291789,0.003595441,0.004173939,0.003704883,0.003798167,0.003697781,0.003760568,0.003877951,0.003802603,0.003801882,0.004679197,0.003790011,0.003713072,0.00404294,0.005329726,0.00411902,0.004200064,0.004974692,0.003906821,0.003787238,0.003805316,0.003756136,0.004532629,0.004346651,0.003869136,0.003724086,0.003789445,0.003881839,0.003704429,0.003769746,0.004735175,0.003707733,0.003792809,0.004419251,0.004079594,0.003610871,0.004493706,0.004035762,0.004488625,0.003812954,0.004952103,0.003670353,0.004073529,0.004557026,0.003820349,0.003677446,0.003735073,0.003671998,0.00539674,0.003693845,0.004609622,0.003861968,0.003841356,0.003871107,0.004115063,0.004534555,0.003805427,0.00373428,0.003847154,0.004189296,0.003697825,0.003786795,0.003751373,0.004144599,0.004266588,0.003834558,0.004289948,0.004728804,0.003687788,0.003815459,0.00395642,0.004710574,0.004268323,0.003802429,0.004088098,0.003782085,0.003723559,0.003889358,0.003671651,0.003847719,0.003824128,0.003723795,0.003702098,0.005416362,0.003827543,0.00370163,0.003698366,0.003754044,0.003658746,0.004403756,0.004789012,0.003758678,0.003800034,0.003837233,0.003796269,0.003815762,0.003820122,0.003737993,0.003817093,0.003758379,0.003789802,0.003881215,0.003940272,0.004384421,0.003693125,0.004104391,0.003775089,0.003773289,0.004916119,0.003785509,0.004168055,0.004718612,0.004117796,0.003697177,0.003756899,0.003849431,0.004768357,0.003917636,0.003872043,0.003719853,0.003816847,0.004842058,0.003703477,0.003807535,0.003737709,0.00391972,0.00377101,0.003796197,0.003823856,0.003912981,0.003835265,0.003909902,0.003817678,0.004063403,0.004374583,0.003975765,0.004081873,0.00387553,0.004049519,0.003751676,0.003908028,0.003751042,0.003647558,0.003784234,0.003962459,0.003883836,0.003783248,0.004777247,0.005764212,0.003839988,0.003637554,0.004723596,0.0037806,0.004685613,0.003785001,0.003955922,0.004607932,0.003695289,0.004139942,0.004556414,0.003744227,0.003748185,0.004368749,0.003665181,0.004085609,0.003730565,0.003789494,0.003839572
ACTINOMYCIND,0.003637673,0.003610426,0.003678711,0.557053209,0.003622145,0.003596746,0.003710352,0.003693891,0.005114011,0.005728481,0.003924935,0.003799409,0.004545518,0.003636101,0.003617558,0.003664754,0.003702577,0.003812656,0.003915399,0.003657655,0.00367564,0.003783643,0.003670818,0.005418166,0.004009853,0.004157137,0.003626613,0.004405965,0.003628932,0.003639144,0.003700252,0.005882439,0.003689374,0.003541841,0.004515152,0.003962073,0.003943852,0.006603587,0.003625036,0.003941412,0.003966055,0.003647955,0.003965068,0.004139767,0.003599069,0.005048122,0.004156605,0.003883182,0.00380485,0.00370254,0.003673221,0.00382751,0.004228253,0.003941408,0.003663765,0.003641388,0.00375125,0.006823203,0.00373244,0.003476783,0.00361626,0.003734237,0.004290946,0.003674786,0.004087823,0.006952738,0.003647731,0.003724224,0.004659259,0.004968908,0.003620857,0.006734326,0.003677729,0.003621286,0.003796405,0.006296523,0.003766647,0.003757788,0.003720405,0.003922662,0.003653272,0.003607078,0.003817618,0.003508058,0.003532415,0.003486412,0.003838112,0.003659646,0.003944781,0.00367684,0.00369468,0.003654326,0.003748615,0.003647639,0.004132323,0.003633085,0.003736519,0.003650739,0.003652074,0.003712545,0.003621752,0.005920181,0.003612551,0.003715468,0.003703996,0.005837528,0.003508239,0.00371778,0.004531751,0.003688573,0.004227599,0.005270372,0.003527839,0.003543028,0.003961042,0.004454528,0.003761908,0.003764682,0.003639058,0.004031639,0.003690963,0.004195245,0.003954248,0.003650639,0.003911298,0.003578774,0.004276656,0.003712771,0.003830108,0.00398377,0.003613648,0.004652047,0.003684626,0.003488246,0.003571955,0.004233514,0.00370418,0.00359529,0.005530105,0.003885233,0.004315639,0.003583617,0.004260724,0.003659465,0.003759111,0.003743993,0.003658987,0.003910022,0.003900267,0.004042147,0.003573389,0.004228061,0.004134715,0.004172667,0.003742722,0.003598049,0.003595899,0.003709966,0.003700226,0.00364675,0.003722186,0.003594301,0.004944603,0.003886086,0.003582064,0.003657573,0.003888855,0.003882063,0.004328264,0.003884749,0.003896728,0.00364676,0.003863539,0.004468287,0.003786269,0.00358623,0.005057143,0.003685847,0.003625177,0.003795864,0.003639415,0.003501952,0.003629673,0.004882073,0.003745043,0.003737121,0.003709359,0.00365496,0.003819905,0.003865079,0.004648133,0.004055902,0.004041811,0.003813982,0.003868098,0.004085381,0.003728323,0.003655927,0.003685541,0.003618065,0.003610375,0.003712999,0.003694684,0.005347794,0.003686131,0.00366333,0.003658442,0.003797786,0.003708521,0.004737081,0.003756583,0.003695857,0.005214251,0.003755119,0.003534012,0.003647255,0.004682813,0.003721813,0.003926924,0.004222158,0.005913636,0.003753679,0.00401574,0.003488646,0.00370841,0.003711158,0.003948988,0.003854687,0.003647958,0.003644641,0.003661806,0.005595901,0.004945553,0.005817899,0.003662205,0.003714534,0.004018999,0.003867461
AFATINIB,0.004037859,0.003803579,0.004122969,0.003622145,0.558449555,0.004086242,0.003850482,0.004260681,0.003746866,0.003675859,0.003644373,0.00381024,0.003691908,0.003582257,0.00362037,0.003704086,0.004030943,0.003849135,0.003628016,0.003698357,0.00368204,0.003815797,0.003720272,0.004697908,0.003956682,0.00628307,0.004184478,0.003869323,0.004509042,0.003832393,0.003673431,0.0035104,0.003549076,0.004022679,0.004047736,0.003768686,0.00354285,0.003546923,0.003894582,0.003613493,0.003822788,0.003828258,0.0038561,0.00433234,0.003706096,0.003636792,0.004835482,0.003833222,0.003604261,0.003897177,0.003622475,0.003641211,0.003517337,0.00433501,0.004025771,0.004374644,0.006004725,0.003514091,0.003648779,0.003575304,0.003702746,0.003501525,0.004185971,0.004596389,0.003721909,0.003514125,0.00410739,0.003839414,0.003631182,0.003718932,0.003878711,0.003530339,0.008297885,0.003857053,0.00364754,0.003571453,0.004291613,0.003830476,0.00416042,0.003527485,0.003740591,0.003971118,0.003912262,0.003710625,0.003645819,0.003604172,0.003548894,0.004250224,0.003772422,0.003982146,0.005376162,0.003672552,0.003770582,0.008657414,0.003512749,0.003613759,0.005090572,0.003828058,0.003858087,0.003777094,0.003637599,0.003589224,0.003734482,0.003827049,0.007848193,0.003493658,0.003657065,0.003632849,0.003726882,0.00405437,0.003905101,0.003509158,0.003542881,0.003675112,0.004821618,0.003752173,0.004303466,0.00355949,0.007598615,0.003931056,0.003858965,0.003881561,0.003805137,0.003879619,0.003776023,0.003772761,0.004038504,0.003929542,0.003695209,0.003538787,0.00385874,0.003825332,0.003908648,0.003609109,0.003741668,0.004142222,0.003695566,0.00426591,0.003574824,0.003700447,0.003748075,0.003736521,0.004306199,0.00399114,0.003623187,0.003945871,0.004364904,0.003729813,0.003804323,0.003753191,0.004210294,0.003613367,0.003831134,0.004436719,0.004036017,0.003949476,0.003835887,0.004284471,0.003599626,0.003864194,0.004385315,0.003776966,0.003724829,0.003725948,0.003816284,0.005167126,0.004263735,0.004200857,0.003718751,0.003694285,0.004186456,0.003688495,0.003908625,0.003748458,0.003702026,0.003709103,0.003696404,0.005205299,0.003688397,0.003666799,0.003686538,0.003622595,0.003769754,0.004354264,0.003687847,0.005318798,0.004020788,0.003754197,0.003818184,0.004124481,0.003660243,0.003608197,0.003941622,0.003713164,0.004053264,0.003650791,0.00365784,0.003733628,0.005236856,0.004234465,0.004030422,0.003805423,0.003694399,0.004111012,0.003831693,0.003739961,0.004099231,0.003978175,0.003800097,0.003856495,0.003553329,0.004216708,0.003593457,0.004792603,0.003615394,0.003813505,0.003595249,0.003885014,0.003670825,0.003885014,0.003513719,0.00411882,0.003808045,0.003627169,0.00485093,0.003683743,0.00364005,0.003770159,0.00855821,0.003682853,0.004611497,0.003769362,0.003663591,0.003710559,0.003827793,0.003846472,0.004028598,0.003669226
AG957,0.003772368,0.003824777,0.003809248,0.003596746,0.004086242,0.556181038,0.003769355,0.003915209,0.003796843,0.003737613,0.004431092,0.003945977,0.003595391,0.00460254,0.004547994,0.004148023,0.004143623,0.003840311,0.003752842,0.003916824,0.003807743,0.004667701,0.00381187,0.003594233,0.004199332,0.003713155,0.005785431,0.004857756,0.005281551,0.004720769,0.003811428,0.003553375,0.003722759,0.005339707,0.004113878,0.003752414,0.004307621,0.00361454,0.004731459,0.00372812,0.003599147,0.00385987,0.003570414,0.003832314,0.004394452,0.003750287,0.003782452,0.004237809,0.003736213,0.00377104,0.004389902,0.003831134,0.003590515,0.003696536,0.003723525,0.003731972,0.00371531,0.003582011,0.0037527,0.003747465,0.003903578,0.003634047,0.003931377,0.004196654,0.003700905,0.003576253,0.005665631,0.003742616,0.003753187,0.003856745,0.004721676,0.003605004,0.003676621,0.004987755,0.003809438,0.003644428,0.0037446,0.003675808,0.005500249,0.003581069,0.003648771,0.004531356,0.003622432,0.003719859,0.003812566,0.003757112,0.003714687,0.004494767,0.003778268,0.003824179,0.004471899,0.003890816,0.004596156,0.003676801,0.003589573,0.003664722,0.003864189,0.003843759,0.004285747,0.003895066,0.00379217,0.003639126,0.004182823,0.003850328,0.003671514,0.00359749,0.004006725,0.003787706,0.00432865,0.003840077,0.003774978,0.003557355,0.003737348,0.004047991,0.003782191,0.003857298,0.003780779,0.003659853,0.003737695,0.004026174,0.006027228,0.004480219,0.003731276,0.003701046,0.003802962,0.003777904,0.003846248,0.003903169,0.00365978,0.004320958,0.004092262,0.003690055,0.00392467,0.003755522,0.003789452,0.003751426,0.003914313,0.003869087,0.00424719,0.003844324,0.003794256,0.004671806,0.004524375,0.005110159,0.003889933,0.004295,0.003754305,0.00439459,0.003880419,0.003661111,0.003955448,0.003851379,0.004041665,0.003744329,0.003826112,0.00374474,0.003799682,0.003719099,0.003613825,0.003721217,0.00370385,0.00539468,0.003677479,0.003642847,0.005658498,0.003775602,0.004086059,0.0040781,0.003650731,0.004109692,0.005582327,0.003906588,0.00383103,0.003730758,0.004701612,0.003945629,0.003733775,0.003914424,0.004257592,0.004156258,0.004386349,0.00384292,0.003839831,0.004054884,0.004017612,0.003700633,0.003646924,0.003951829,0.00581803,0.004026871,0.004026656,0.003770604,0.003928065,0.003754351,0.003739683,0.003813235,0.003890389,0.004465523,0.003708763,0.003793761,0.003743377,0.003764055,0.005155376,0.003650345,0.003865699,0.003803797,0.004874644,0.003833766,0.004064452,0.004379349,0.003739545,0.003795328,0.003626818,0.003782357,0.004899391,0.005290412,0.0037977,0.003861281,0.003751323,0.00419759,0.003555039,0.003755545,0.003728132,0.003799106,0.004153826,0.003812124,0.003674825,0.003889485,0.003713579,0.003819562,0.003676365,0.003643209,0.003629772,0.003624678,0.00435559,0.004773145,0.003822149,0.004029882
ALLANTOIN,0.003851894,0.003792185,0.004808481,0.003710352,0.003850482,0.003769355,0.559930331,0.004463883,0.003765893,0.003753891,0.004352092,0.005017712,0.003658538,0.003862735,0.003806172,0.003764964,0.00391536,0.003802593,0.003888462,0.003808371,0.003902878,0.004294879,0.003738103,0.003691359,0.004115936,0.003919857,0.003680484,0.004336908,0.00380883,0.003648809,0.004035828,0.003633278,0.004516655,0.003697019,0.003808915,0.004075895,0.003861521,0.003663443,0.003854524,0.00417766,0.003711157,0.003767276,0.003735877,0.004305942,0.003948855,0.004434849,0.003762542,0.003711715,0.004532418,0.004047999,0.004265383,0.004398404,0.003736772,0.004264697,0.003969365,0.004481615,0.004524133,0.003638703,0.003968921,0.003760945,0.00377842,0.003717103,0.003906215,0.003800979,0.003854133,0.003630196,0.004031308,0.003791275,0.00452796,0.003710651,0.003883514,0.003669418,0.003919448,0.003754426,0.003755879,0.003710794,0.003980473,0.00391988,0.004017229,0.003906906,0.003780844,0.003777837,0.004065082,0.003906744,0.003767781,0.004452624,0.004689983,0.003822552,0.003747654,0.004394973,0.004365272,0.004044669,0.003817257,0.003877945,0.003755703,0.00376907,0.003776081,0.004128257,0.003772339,0.003833453,0.004659873,0.003764342,0.003764642,0.003892729,0.003822537,0.00363547,0.003729417,0.003957552,0.004232329,0.003751164,0.003744908,0.003649581,0.003772809,0.003760268,0.003810382,0.003721381,0.00376776,0.003717155,0.003852655,0.003807851,0.003850127,0.004039741,0.003823533,0.004353678,0.004499277,0.003822912,0.004245891,0.003843505,0.00388074,0.003851042,0.003739168,0.004053427,0.003707221,0.003873973,0.003795651,0.004335136,0.003866646,0.00387888,0.00366447,0.0038565,0.003919,0.003832768,0.003987978,0.003819104,0.003837434,0.00381625,0.003768749,0.003824005,0.003728965,0.003801126,0.003687498,0.003805461,0.003717538,0.003930664,0.004261425,0.00373005,0.003736866,0.003841517,0.003728087,0.00378851,0.003769422,0.003789686,0.00433462,0.004527455,0.00371258,0.003922036,0.003871318,0.00388787,0.003856978,0.00381531,0.003748553,0.003851754,0.005896905,0.004801809,0.003761971,0.003905695,0.003746302,0.003870495,0.004402627,0.003826326,0.004409926,0.003720903,0.00370744,0.003753769,0.004256639,0.004031353,0.003780007,0.003989356,0.003754139,0.004283296,0.003715406,0.005238146,0.003885868,0.003889181,0.003875422,0.003751312,0.003772201,0.003704866,0.003868679,0.003844121,0.004773633,0.00488024,0.003819964,0.004306804,0.003877868,0.003814313,0.003913677,0.003918139,0.003837752,0.003767787,0.004117492,0.004032613,0.003655707,0.003873409,0.003767642,0.003693856,0.003878496,0.004256351,0.004525152,0.003900517,0.003634292,0.003949557,0.00379734,0.004096214,0.003791838,0.003820495,0.003944328,0.00380349,0.003837657,0.004862986,0.003825771,0.003836317,0.00378045,0.003731447,0.004100969,0.003736595,0.004078662,0.004692664
ALLOPURINOL,0.00388678,0.003756152,0.004567034,0.003693891,0.004260681,0.003915209,0.004463883,0.559863919,0.00369596,0.003719116,0.004134512,0.003764395,0.003735839,0.003703155,0.003775614,0.003870405,0.004251544,0.004550318,0.003852806,0.004177374,0.004017154,0.003789101,0.004012217,0.003713236,0.00377966,0.003952432,0.003851458,0.004056191,0.003698855,0.003833665,0.004087046,0.003619724,0.003866684,0.004192005,0.003867869,0.003725361,0.003835913,0.003596343,0.003850978,0.004011972,0.003968151,0.004429922,0.003957973,0.003911097,0.003768006,0.004296731,0.00379849,0.003704103,0.004099537,0.003695595,0.003979475,0.003907302,0.003826768,0.00372273,0.004187718,0.005482026,0.004214921,0.003519145,0.004044306,0.003877464,0.003821876,0.003651993,0.003737381,0.003925473,0.003925172,0.003521491,0.004110223,0.003850144,0.003843447,0.003768589,0.003923434,0.003527123,0.004222465,0.003795386,0.003931026,0.003616524,0.003760113,0.00382336,0.003873013,0.003848042,0.004016651,0.00377103,0.00440713,0.003934653,0.003838345,0.00428795,0.00465036,0.00382045,0.003823624,0.003957774,0.00431447,0.00452191,0.004102905,0.004061505,0.003862588,0.003707538,0.003909588,0.003784097,0.004388322,0.003794028,0.003866076,0.003664561,0.003741476,0.004352207,0.004210517,0.003548329,0.004449289,0.004555852,0.003946864,0.003955626,0.003823684,0.00365708,0.003989842,0.003759806,0.003733502,0.003778254,0.005109101,0.003653887,0.00480279,0.00365148,0.004041523,0.004479255,0.003805794,0.003804453,0.003744472,0.00442928,0.003765102,0.003965777,0.003812598,0.003730771,0.003824441,0.004256786,0.00388041,0.003852053,0.003907724,0.003812268,0.003731602,0.004503025,0.003642913,0.003765429,0.003893801,0.004006207,0.003823006,0.004097382,0.004390588,0.004021113,0.003838975,0.00387815,0.004383217,0.003758788,0.00374765,0.003673913,0.004110673,0.003970227,0.003898667,0.003735221,0.003753028,0.003812488,0.003696359,0.003877401,0.003912932,0.003790828,0.004400409,0.004255548,0.004613772,0.004134153,0.003750104,0.003761953,0.005443285,0.003830202,0.003888858,0.003820282,0.003808873,0.003867208,0.00383526,0.003810277,0.003760794,0.00420117,0.004366605,0.00385956,0.004056752,0.003762734,0.00383737,0.00382839,0.003723565,0.004164432,0.004069836,0.004029079,0.003760767,0.003801397,0.00416924,0.003889229,0.004068873,0.003821154,0.003831854,0.003832764,0.004031806,0.003872784,0.003842812,0.00385631,0.00379566,0.004436358,0.004215684,0.003775749,0.003952015,0.003982212,0.00376775,0.004227436,0.003812619,0.003723555,0.003824195,0.003715222,0.003586395,0.003754941,0.003936649,0.003847635,0.004637733,0.003754998,0.004118417,0.003827031,0.00361112,0.003866648,0.003747694,0.003869573,0.005149337,0.00387616,0.00385078,0.003736513,0.004113088,0.003915507,0.003822828,0.003727102,0.003802578,0.003722906,0.003881353,0.003925686,0.003885451,0.004101411
